Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002858,Female,No,0,Graduate,No,4333,2333.0,162.0,360.0,0.0,Rural,
LP002634,Female,No,1,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban,Y
LP001882,Male,Yes,3+,Graduate,No,4333,1811.0,160.0,360.0,0.0,Urban,Y
LP002059,Male,Yes,2,Graduate,No,7874,3967.0,336.0,360.0,1.0,Rural,
LP002409,Male,Yes,0,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural,Y
LP002587,Male,Yes,0,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,Y
LP001391,Male,Yes,0,Not Graduate,No,3572,4114.0,152.0,,0.0,Rural,N
LP001413,Male,No,0,Graduate,Yes,6356,0.0,50.0,360.0,1.0,Rural,
LP001770,Male,No,0,Not Graduate,No,3189,2598.0,120.0,,1.0,Rural,Y
LP002326,Male,Yes,2,Not Graduate,No,2513,1110.0,107.0,360.0,1.0,Semiurban,
LP002964,Male,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,Y
LP001321,Male,Yes,2,Graduate,No,3613,3539.0,134.0,180.0,1.0,Semiurban,
LP002205,Male,No,1,Graduate,No,3062,1987.0,111.0,180.0,0.0,Urban,N
LP002890,Male,Yes,2,Not Graduate,No,3418,1380.0,135.0,360.0,1.0,Urban,
LP002172,Male,Yes,3+,Graduate,Yes,5384,0.0,150.0,360.0,1.0,Semiurban,
LP001776,Female,No,0,Graduate,No,8333,0.0,280.0,360.0,1.0,Semiurban,Y
LP002553,,No,0,Graduate,No,29167,0.0,185.0,360.0,1.0,Semiurban,
LP001338,Female,No,2,Graduate,No,4968,0.0,189.0,360.0,1.0,Semiurban,
LP002036,Male,Yes,0,Graduate,No,2058,2134.0,88.0,360.0,,Urban,Y
LP001190,Male,Yes,0,Graduate,No,2740,1541.0,101.0,360.0,1.0,Urban,
LP002318,Female,No,1,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,N
LP002442,Female,Yes,1,Not Graduate,No,3835,1400.0,112.0,480.0,0.0,Urban,
LP001499,Female,Yes,3+,Graduate,No,6260,0.0,110.0,360.0,1.0,Semiurban,
LP002158,Male,Yes,0,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban,N
LP001859,Male,Yes,0,Graduate,No,14683,2100.0,304.0,360.0,1.0,Rural,N
LP001703,Male,Yes,0,Graduate,No,3333,1270.0,124.0,360.0,1.0,Urban,
LP001094,Male,Yes,2,Graduate,,12173,0.0,166.0,360.0,0.0,Semiurban,
LP001108,Male,Yes,0,Graduate,No,9226,7916.0,300.0,360.0,1.0,Urban,
LP001915,Male,Yes,2,Graduate,No,2301,985.7999878,78.0,180.0,1.0,Urban,Y
LP002219,Male,Yes,3+,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,Y
LP002236,Male,Yes,2,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,N
LP001750,Male,Yes,0,Graduate,No,6250,0.0,128.0,360.0,1.0,Semiurban,Y
LP002786,Female,Yes,0,Not Graduate,No,1647,1762.0,181.0,360.0,1.0,Urban,
LP002045,Male,Yes,3+,Graduate,No,10166,750.0,150.0,,1.0,Urban,
LP002519,Male,Yes,3+,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban,Y
LP002131,Male,Yes,2,Not Graduate,No,3083,2168.0,126.0,360.0,1.0,Urban,Y
LP002622,Male,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,Y
LP001153,Male,No,0,Graduate,No,0,24000.0,148.0,360.0,0.0,Rural,
LP002921,Male,Yes,3+,Not Graduate,No,5316,187.0,158.0,180.0,0.0,Semiurban,
LP002614,,No,0,Graduate,No,6478,0.0,108.0,360.0,1.0,Semiurban,
LP002495,Male,Yes,2,Graduate,No,5667,440.0,130.0,360.0,0.0,Semiurban,
LP001054,Male,Yes,0,Not Graduate,Yes,2165,3422.0,152.0,360.0,1.0,Urban,
LP002346,Male,Yes,0,Graduate,,2539,1704.0,125.0,360.0,0.0,Rural,
LP001183,Male,Yes,2,Graduate,No,6250,820.0,192.0,360.0,1.0,Urban,
LP002186,Male,Yes,0,Not Graduate,No,2747,2458.0,118.0,36.0,1.0,Semiurban,
LP002794,Female,No,0,Graduate,No,2667,1625.0,84.0,360.0,,Urban,Y
LP002802,Male,No,0,Graduate,No,2875,2416.0,95.0,6.0,0.0,Semiurban,
LP002874,Male,No,0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,Y
LP001279,Male,No,0,Graduate,No,2366,2531.0,136.0,360.0,1.0,Semiurban,Y
LP001806,Male,No,0,Graduate,No,2965,5701.0,155.0,60.0,1.0,Urban,Y
LP001450,Male,Yes,0,Graduate,No,4456,0.0,131.0,180.0,0.0,Semiurban,
LP001552,Male,Yes,0,Graduate,No,4583,5625.0,255.0,360.0,1.0,Semiurban,Y
LP002697,Male,No,0,Graduate,No,4680,2087.0,,360.0,1.0,Semiurban,N
LP001106,Male,Yes,0,Graduate,No,2275,2067.0,,360.0,1.0,Urban,Y
LP002741,Female,Yes,1,Graduate,No,4608,2845.0,140.0,180.0,1.0,Semiurban,Y
LP001581,Male,Yes,0,Not Graduate,,1820,1769.0,95.0,360.0,1.0,Rural,Y
LP001220,Male,Yes,0,Graduate,No,5629,818.0,100.0,360.0,1.0,Urban,
LP002412,Male,Yes,0,Graduate,No,3007,3725.0,151.0,360.0,1.0,Rural,
LP002744,Male,Yes,1,Graduate,No,6825,0.0,162.0,360.0,1.0,Rural,
LP002766,Female,Yes,0,Graduate,No,7859,879.0,165.0,180.0,1.0,Semiurban,
LP002754,Male,No,,Graduate,No,2066,2108.0,104.0,84.0,1.0,Urban,
LP001622,Male,Yes,2,Graduate,No,724,3510.0,213.0,360.0,0.0,Rural,
LP001326,Male,No,0,Graduate,,6782,0.0,,360.0,,Urban,N
LP002821,Male,No,0,Not Graduate,Yes,5800,0.0,132.0,360.0,1.0,Semiurban,Y
LP001798,Male,Yes,2,Graduate,No,5819,5000.0,120.0,360.0,1.0,Rural,Y
LP001667,Male,No,0,Graduate,No,3073,0.0,70.0,180.0,1.0,Urban,
LP002863,Male,Yes,3+,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban,N
LP001407,Male,Yes,0,Graduate,No,3189,2367.0,186.0,360.0,1.0,Urban,
LP002478,,Yes,0,Graduate,Yes,2083,4083.0,160.0,360.0,,Semiurban,Y
LP002788,Male,Yes,0,Not Graduate,No,2454,2333.0,181.0,360.0,0.0,Urban,N
LP002360,Male,Yes,,Graduate,No,10000,0.0,,360.0,1.0,Urban,
LP001693,Female,No,0,Graduate,No,3244,0.0,80.0,360.0,1.0,Urban,Y
LP002263,Male,Yes,0,Graduate,No,2583,2115.0,120.0,360.0,,Urban,Y
LP002018,Male,Yes,2,Graduate,No,3958,2632.0,160.0,360.0,1.0,Semiurban,
LP002281,Male,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,Y
LP001842,Male,No,0,Graduate,No,5000,0.0,148.0,360.0,1.0,Rural,
LP002195,Male,Yes,1,Graduate,Yes,3507,3148.0,212.0,360.0,1.0,Rural,
LP001726,Male,Yes,0,Graduate,No,3727,1775.0,131.0,360.0,1.0,Semiurban,Y
LP001008,Male,No,0,Graduate,No,6000,0.0,141.0,360.0,1.0,Urban,Y
LP001855,Male,Yes,2,Graduate,No,4855,0.0,72.0,360.0,1.0,Rural,
LP001174,Male,Yes,0,Graduate,No,3772,833.0,57.0,360.0,,Semiurban,
LP002441,Male,No,,Graduate,No,3579,3308.0,138.0,360.0,,Semiurban,
LP002984,Male,Yes,2,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,Y
LP001655,Female,No,0,Graduate,No,12500,0.0,300.0,360.0,0.0,Urban,
LP002768,Male,No,0,Not Graduate,No,3358,0.0,80.0,36.0,1.0,Semiurban,N
LP001587,Male,Yes,,Graduate,No,4082,0.0,93.0,360.0,1.0,Semiurban,
LP001361,Male,Yes,0,Graduate,No,2458,5105.0,188.0,360.0,0.0,Rural,
LP001334,Male,Yes,0,Not Graduate,No,4188,0.0,115.0,180.0,1.0,Semiurban,Y
LP002062,Female,Yes,1,Graduate,No,4333,0.0,132.0,84.0,1.0,Rural,
LP001591,Female,Yes,2,Graduate,No,2922,3396.0,122.0,360.0,1.0,Semiurban,
LP002862,Male,Yes,2,Not Graduate,No,6125,1625.0,187.0,480.0,1.0,Semiurban,N
LP002308,Male,Yes,0,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,Y
LP002615,Male,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,Y
LP001144,Male,Yes,0,Graduate,No,5821,0.0,144.0,360.0,1.0,Urban,Y
LP001097,Male,No,1,Graduate,Yes,4692,0.0,106.0,360.0,1.0,Rural,N
LP001923,Male,No,0,Not Graduate,No,2268,0.0,170.0,360.0,0.0,Semiurban,
LP001674,Male,Yes,1,Not Graduate,No,2600,2500.0,90.0,360.0,1.0,Semiurban,Y
LP001487,Male,No,0,Graduate,No,4895,0.0,102.0,360.0,1.0,Semiurban,Y
LP001073,Male,Yes,2,Not Graduate,No,4226,1040.0,110.0,360.0,1.0,Urban,Y
LP002376,Male,No,0,Graduate,No,2925,0.0,40.0,180.0,1.0,Rural,
LP001765,Male,Yes,1,Graduate,No,2491,2054.0,104.0,360.0,1.0,Semiurban,Y
LP002556,Male,No,0,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban,N
LP001878,Male,No,1,Graduate,No,5823,2529.0,187.0,360.0,1.0,Semiurban,
LP002224,Male,No,0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,N
LP001931,Female,No,0,Graduate,No,4124,0.0,115.0,360.0,1.0,Semiurban,Y
LP002345,Male,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,Y
LP001332,Male,Yes,0,Not Graduate,No,2415,1721.0,110.0,360.0,1.0,Semiurban,
LP002262,Male,Yes,3+,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural,Y
LP002933,,No,3+,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,Y
LP002600,Male,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,Y
LP001492,Male,No,0,Graduate,No,14999,0.0,242.0,360.0,0.0,Semiurban,N
LP001207,Male,Yes,0,Not Graduate,Yes,2609,3449.0,165.0,180.0,0.0,Rural,N
LP002517,Male,Yes,1,Not Graduate,No,2653,1500.0,113.0,180.0,0.0,Rural,N
LP001187,Male,Yes,0,Graduate,No,2783,2708.0,158.0,360.0,1.0,Urban,
LP001451,Male,Yes,1,Graduate,Yes,10513,3850.0,160.0,180.0,0.0,Urban,N
LP002870,Male,Yes,1,Graduate,No,4700,0.0,80.0,360.0,1.0,Urban,
LP002689,Male,Yes,2,Not Graduate,No,2192,1742.0,45.0,360.0,1.0,Semiurban,Y
LP002256,Female,No,2,Graduate,Yes,5184,0.0,187.0,360.0,0.0,Semiurban,
LP002823,Male,Yes,0,Graduate,No,5509,0.0,143.0,360.0,1.0,Rural,
LP001222,Female,No,0,Graduate,No,4166,0.0,116.0,360.0,0.0,Semiurban,N
LP002099,Male,Yes,2,Graduate,No,2540,700.0,104.0,360.0,0.0,Urban,
LP001030,Male,Yes,2,Graduate,No,1299,1086.0,17.0,120.0,1.0,Urban,Y
LP001541,Male,Yes,1,Graduate,No,6000,0.0,160.0,360.0,,Rural,Y
LP001119,Male,No,0,Graduate,No,3600,0.0,80.0,360.0,1.0,Urban,N
LP002571,Male,No,0,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural,Y
LP002225,Male,Yes,2,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,Y
LP001643,Male,Yes,0,Graduate,No,2383,2138.0,58.0,360.0,,Rural,Y
LP001822,Male,No,0,Graduate,No,5900,0.0,150.0,360.0,1.0,Urban,
LP001722,Male,Yes,0,Graduate,No,150,1800.0,135.0,360.0,1.0,Rural,N
LP002009,Female,No,0,Graduate,No,2918,0.0,65.0,360.0,,Rural,
LP001164,Female,No,0,Graduate,No,4230,0.0,112.0,360.0,1.0,Semiurban,N
LP002112,Male,Yes,2,Graduate,Yes,2500,4600.0,176.0,360.0,1.0,Rural,Y
LP001737,Male,No,0,Graduate,No,4000,0.0,83.0,84.0,1.0,Urban,
LP001561,Female,Yes,0,Graduate,No,3417,1287.0,200.0,360.0,1.0,Semiurban,
LP001584,Female,No,0,Graduate,Yes,4742,0.0,108.0,360.0,1.0,Semiurban,
LP001949,Male,Yes,3+,Graduate,,4416,1250.0,110.0,360.0,1.0,Urban,Y
LP001466,Male,No,0,Graduate,No,3066,0.0,95.0,360.0,1.0,Semiurban,
LP001836,Female,No,2,Graduate,No,3427,0.0,138.0,360.0,1.0,Urban,N
LP001589,Female,No,0,Graduate,No,3417,0.0,102.0,360.0,1.0,Urban,
LP002484,Male,Yes,3+,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,Y
LP002455,Male,Yes,2,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban,Y
LP002975,Male,Yes,0,Graduate,No,4158,709.0,115.0,360.0,1.0,Urban,
LP002107,Male,Yes,3+,Not Graduate,No,2855,542.0,90.0,360.0,1.0,Urban,
LP002375,Male,Yes,0,Not Graduate,Yes,3943,0.0,64.0,360.0,1.0,Semiurban,
LP001884,Female,No,1,Graduate,No,2876,1560.0,90.0,360.0,1.0,Urban,Y
LP001677,Male,No,2,Graduate,No,4923,0.0,166.0,360.0,0.0,Semiurban,Y
LP001562,Male,Yes,0,Graduate,No,7933,0.0,275.0,360.0,1.0,Urban,N
LP002792,Male,Yes,1,Graduate,No,5468,1032.0,26.0,360.0,1.0,Semiurban,Y
LP001601,Male,No,3+,Graduate,No,4243,4123.0,157.0,360.0,,Semiurban,
LP002296,Male,No,0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,N
LP001471,Male,No,2,Not Graduate,No,3235,2015.0,77.0,360.0,1.0,Semiurban,
LP002529,Male,Yes,2,Graduate,No,6700,1750.0,230.0,300.0,1.0,Semiurban,Y
LP002148,Male,Yes,1,Graduate,No,3074,1083.0,146.0,360.0,1.0,Semiurban,
LP001867,Male,Yes,0,Graduate,No,4333,2291.0,133.0,350.0,1.0,Rural,
LP001367,Male,Yes,1,Graduate,No,3052,1030.0,100.0,360.0,1.0,Urban,Y
LP002833,Male,Yes,0,Not Graduate,No,4467,0.0,120.0,360.0,,Rural,Y
LP002250,Male,Yes,0,Graduate,No,5488,0.0,125.0,360.0,1.0,Rural,Y
LP001003,Male,Yes,1,Graduate,No,4583,1508.0,128.0,360.0,1.0,Rural,N
LP002712,Male,No,2,Not Graduate,No,2733,1083.0,180.0,360.0,,Semiurban,
LP002891,Male,Yes,0,Graduate,Yes,2500,296.0,137.0,300.0,1.0,Rural,
LP002813,Female,Yes,1,Graduate,Yes,19484,0.0,600.0,360.0,1.0,Semiurban,Y
LP001265,Female,No,0,Graduate,No,3846,0.0,111.0,360.0,1.0,Semiurban,Y
LP001692,Female,No,0,Not Graduate,No,4408,0.0,120.0,360.0,1.0,Semiurban,Y
LP001100,Male,No,3+,Graduate,No,12500,3000.0,320.0,360.0,1.0,Rural,N
LP001906,Male,No,0,Graduate,,2964,0.0,84.0,360.0,0.0,Semiurban,
LP002626,Male,Yes,0,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,Y
LP002368,Male,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,Y
LP002453,Male,No,0,Graduate,Yes,7085,0.0,84.0,360.0,1.0,Semiurban,Y
LP002187,Male,No,0,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban,N
LP001318,Male,Yes,2,Graduate,No,6250,5654.0,188.0,180.0,1.0,Semiurban,Y
LP002114,Female,No,0,Graduate,No,4160,0.0,71.0,360.0,1.0,Semiurban,Y
LP002568,Male,No,0,Not Graduate,No,9000,0.0,122.0,360.0,1.0,Rural,
LP002832,Male,Yes,2,Graduate,No,8799,0.0,258.0,360.0,0.0,Urban,N
LP002129,Male,Yes,0,Graduate,No,2499,2458.0,160.0,360.0,1.0,Semiurban,Y
LP001909,Male,No,0,Graduate,No,5583,0.0,116.0,360.0,1.0,Urban,
LP001800,Male,Yes,1,Not Graduate,No,2510,1983.0,140.0,180.0,1.0,Urban,N
LP001029,Male,No,0,Graduate,No,1853,2840.0,114.0,360.0,1.0,Rural,N
LP002031,Male,Yes,1,Not Graduate,No,3399,1640.0,111.0,180.0,1.0,Urban,Y
LP002949,Female,No,3+,Graduate,,416,41667.0,350.0,180.0,,Urban,N
LP002243,Male,Yes,0,Not Graduate,No,3010,3136.0,,360.0,0.0,Urban,N
LP001894,Male,Yes,0,Graduate,No,2620,2223.0,150.0,360.0,1.0,Semiurban,Y
LP001577,Female,Yes,0,Graduate,No,4583,0.0,112.0,360.0,1.0,Rural,N
LP002264,Male,Yes,0,Graduate,No,2553,1768.0,102.0,360.0,1.0,Urban,
LP002962,Male,No,0,Graduate,No,4000,2667.0,152.0,360.0,1.0,Semiurban,
LP001185,Male,No,0,Graduate,No,3268,1683.0,152.0,360.0,1.0,Semiurban,
LP002118,Female,No,0,Graduate,No,1937,1152.0,78.0,360.0,1.0,Semiurban,
LP002543,Male,Yes,2,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban,Y
LP002885,Male,No,0,Not Graduate,No,2868,0.0,70.0,360.0,1.0,Urban,
LP002619,Male,Yes,0,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,Y
LP002192,Male,Yes,0,Graduate,No,7830,2183.0,212.0,360.0,1.0,Rural,
LP001807,Male,Yes,2,Graduate,Yes,6250,1300.0,108.0,360.0,1.0,Rural,Y
LP002836,Male,No,0,Graduate,No,3333,0.0,70.0,360.0,1.0,Urban,Y
LP002420,Male,Yes,0,Graduate,No,2982,1550.0,110.0,360.0,1.0,Semiurban,
LP002820,Male,Yes,0,Graduate,No,5923,2054.0,211.0,360.0,1.0,Rural,Y
LP001375,Male,Yes,1,Graduate,,4083,1775.0,139.0,60.0,1.0,Urban,
LP001647,Male,Yes,0,Graduate,No,9328,0.0,188.0,180.0,1.0,Rural,Y
LP001950,Female,Yes,3+,Graduate,,1750,2935.0,94.0,360.0,0.0,Semiurban,
LP001452,Male,Yes,2,Graduate,No,4635,8000.0,102.0,180.0,1.0,Rural,
LP002527,Male,Yes,2,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural,Y
LP001358,Male,Yes,0,Graduate,No,3445,0.0,130.0,360.0,0.0,Semiurban,
LP002637,Male,No,0,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,N
LP001198,Male,Yes,1,Graduate,No,8080,2250.0,180.0,360.0,1.0,Urban,Y
LP002524,Male,No,2,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural,Y
LP002807,Male,Yes,2,Not Graduate,No,3675,242.0,108.0,360.0,1.0,Semiurban,Y
LP002344,Male,Yes,0,Graduate,No,3510,828.0,105.0,360.0,1.0,Semiurban,
LP001735,Female,No,1,Graduate,No,3620,0.0,90.0,360.0,1.0,Urban,
LP001841,Male,No,0,Not Graduate,Yes,2583,2167.0,104.0,360.0,1.0,Rural,Y
LP001046,Male,Yes,1,Graduate,No,5955,5625.0,315.0,360.0,1.0,Urban,Y
LP002008,Male,Yes,2,Graduate,Yes,5746,0.0,144.0,84.0,,Rural,Y
LP002473,Male,Yes,0,Graduate,No,8334,0.0,160.0,360.0,1.0,Semiurban,N
LP001560,Male,Yes,0,Not Graduate,No,1863,1041.0,98.0,360.0,1.0,Semiurban,Y
LP001903,Male,Yes,0,Graduate,No,3993,3274.0,207.0,360.0,1.0,Semiurban,Y
LP001656,Male,No,0,Graduate,No,12000,0.0,164.0,360.0,1.0,Semiurban,N
LP002237,Male,No,1,Graduate,,3667,0.0,113.0,180.0,1.0,Urban,Y
LP002064,Male,No,0,Graduate,No,4083,0.0,96.0,360.0,1.0,Urban,
LP002332,Male,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,Y
LP002562,Male,Yes,1,Not Graduate,No,5333,1131.0,186.0,360.0,,Urban,Y
LP002126,Male,Yes,3+,Not Graduate,No,3173,0.0,74.0,360.0,1.0,Semiurban,Y
LP001857,Male,No,0,Not Graduate,Yes,1599,2474.0,125.0,300.0,1.0,Semiurban,
LP001996,Male,No,0,Graduate,No,20233,0.0,480.0,360.0,1.0,Rural,N
LP001242,Male,No,0,Not Graduate,No,2356,1902.0,108.0,360.0,1.0,Semiurban,
LP001469,Male,No,0,Graduate,Yes,20166,0.0,650.0,480.0,,Urban,Y
LP001270,Male,Yes,3+,Not Graduate,Yes,8000,250.0,187.0,360.0,1.0,Semiurban,
LP002402,Male,Yes,0,Graduate,No,3333,4288.0,160.0,360.0,1.0,Urban,
LP001343,Male,Yes,0,Graduate,No,1759,3541.0,131.0,360.0,1.0,Semiurban,Y
LP002201,Male,Yes,2,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,Y
LP001282,Male,Yes,0,Graduate,No,2500,2118.0,104.0,360.0,1.0,Semiurban,Y
LP002472,Male,No,2,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,Y
LP002097,Male,No,1,Graduate,No,4384,1793.0,117.0,360.0,1.0,Urban,Y
LP001716,Male,Yes,0,Graduate,No,3173,3021.0,137.0,360.0,1.0,Urban,Y
LP002500,Male,Yes,3+,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban,N
LP001430,Female,No,0,Graduate,No,4166,0.0,44.0,360.0,1.0,Semiurban,Y
LP001015,Male,Yes,0,Graduate,No,5720,0.0,110.0,360.0,1.0,Urban,
LP001043,Male,Yes,0,Not Graduate,No,7660,0.0,104.0,360.0,0.0,Urban,N
LP001455,Male,Yes,0,Graduate,No,3571,1917.0,135.0,360.0,1.0,Urban,
LP001245,Male,Yes,2,Not Graduate,Yes,1875,1875.0,97.0,360.0,1.0,Semiurban,Y
LP001369,Male,Yes,2,Graduate,No,11417,1126.0,225.0,360.0,1.0,Urban,Y
LP001888,Female,No,0,Graduate,No,3237,0.0,30.0,360.0,1.0,Urban,Y
LP002358,Male,Yes,2,Graduate,Yes,5000,2166.0,150.0,360.0,1.0,Urban,
LP002393,Female,,,Graduate,No,10047,0.0,,240.0,1.0,Semiurban,Y
LP001350,Male,Yes,,Graduate,No,13650,0.0,,360.0,1.0,Urban,Y
